hash,commit_hash,author,date,message,lines_added,lines_deleted,files_changed
ba67dc8dccd114faf8347e66c56baaa9d72f6429,ba67dc8,dependabot[bot],2023-12-11 16:07:15,Bump actions/setup-python from 4.7.0 to 5.0.0,2,2,2
769bc3ae5cc8cb42242e4505b310dd10889cb54c,769bc3a,Nate Prewitt,2023-12-01 09:18:02 -0800,Merge pull request #6596 from psf/fix-autoclose-automtaion,0,0,0
d6ffd868ee3730f4e5c7d1595da37e2027a93eb8,d6ffd86,Ian Stapleton Cordasco,2023-12-01 08:05:59 -0600,Update close-issues.yml,2,0,1
3fd309a5c14e4cfbd96bea6c8e71b4958fe090bb,3fd309a,Bruce Adams,2023-11-28 13:17:49 -0500,Enhance `super_len` to count encoded bytes for str,3,0,1
ec84f2c539d952499e0207849dfd3f73e2c11324,ec84f2c,Ata Tuzuner,2023-11-29 12:27:18 -0500,Fixes to test,2,0,1
889910c77a9618dc59dd800c17913e2b1644cee3,889910c,Ata Tuzuner,2023-11-29 12:24:15 -0500,Added tests for status code 425 definitions.,13,0,1
b37878d3407995e41fd3c160fd04d5d0afda1130,b37878d,Ata Tuzuner,2023-11-28 18:12:22 -0500,Too early definition added to 425 status code type,1,1,1
f6707042d8b18d2a3737380bf58ff020872fb07b,f670704,Bruce Adams,2023-11-27 17:27:43 -0500,Unit test for string containing multi-byte UTF-8,17,0,1
0b4d494192de489701d3a2e32acef8fb5d3f042e,0b4d494,Ian Stapleton Cordasco,2023-11-22 09:10:47 -0600,Merge pull request #6581 from EFord36/typo-fix,0,0,0
15849947ec4b8b7c3c136a47e950499edfd36921,1584994,Elliot Ford,2023-11-22 11:31:53,fix docstring typo: a -> as,1,1,1
c6de5a14e55588d2d3ff5726eaf92824ab1be4dc,c6de5a1,Ian Stapleton Cordasco,2023-11-20 10:37:07 -0600,Merge pull request #6580 from psf/dependabot/github_actions/dessant/lock-threads,0,0,0
e66a07b28651ddeab4297fbf3a600cb42b21dfe6,e66a07b,dependabot[bot],2023-11-20 16:28:17,Bump dessant/lock-threads from 4.0.1 to 5.0.0,1,1,1
9e98a8749a01c12c792833e0e3278763b06c4838,9e98a87,Nate Prewitt,2023-11-15 23:44:49 -0800,Merge pull request #6574 from msea1/matthew/fix_space,0,0,0
c32b046243dcbf0dceb952da1317261109ac45c4,c32b046,Matthew Carruth,2023-11-15 17:00:28 -0800,Fix missing space in error message,1,1,1
89cde235bec9374273281c1b4c9277c409246a6c,89cde23,mayank,2023-11-04 23:20:21 +0530,checkstyle,1,1,1
d7490c9d2dc967f68c6ca38b73aa099bc888a04e,d7490c9,amkarn258,2023-10-31 22:36:39 +0530,Update src/requests/packages.py,4,3,1
e9b1217cff710307e5de9fb8ce2fc21eb79acec3,e9b1217,mayank,2023-10-31 20:37:59 +0530,added handling for chardet and charset_normalizer imports,2,0,1
ad761abcdd2f1b5e4fcba549676b2ea52bd325cd,ad761ab,mayank,2023-10-31 00:50:10 +0530,every chardet package maps to requests.packages.chardet.* package respectively,2,3,1
839a8edec37c81a18ac8332cfbd44f44e1ae6206,839a8ed,Nate Prewitt,2023-10-17 23:08:52 -0700,Merge pull request #6552 from swims-hjkl/issue/test_header_validation,0,0,0
a8e9c1b436e9a35c271d8b690eefbc0d3d18df0f,a8e9c1b,sumedhrao7,2023-10-18 07:40:50 +0530,added assert statements into tests/test_requests/test_header_validation in regar,1,1,1
b55bb15c35132f021fc0997c6a72730abe2216f5,b55bb15,Nate Prewitt,2023-10-11 09:29:20 -0700,Merge pull request #6527 from sigmavirus24/update-templates,0,0,0
818776862239a7dd97d39157ec3a202c35af122c,8187768,Ian Stapleton Cordasco,2023-10-11 08:19:57 -0500,Update close-issues.yml,0,2,1
f75b9504fc8427c1617bac2dd1e1aa405c9f1b1b,f75b950,Ian Stapleton Cordasco,2023-10-11 08:19:14 -0500,Update close comment,1,1,1
8199a2b3894536fd3cd587ea8c7946aab6277e3f,8199a2b,Nate Prewitt,2023-10-09 09:49:28 -0700,Merge pull request #6548 from psf/dependabot/github_actions/github/codeql-action,0,0,0
42a3b5cce8336c52ad7102a3a493576ba40fb4fa,42a3b5c,dependabot[bot],2023-10-09 16:29:55,Bump github/codeql-action from 2.21.3 to 2.22.1,3,3,1
f5a7aefc2dc123c65ec1c6d3e83949999b03876b,f5a7aef,Nate Prewitt,2023-10-06 15:34:24 -0700,Fix urllib3 pin in setup.cfg (#6545),1,1,1
ee93fac6b2f715151f1aa9a1a06ddba9f7dcc59a,ee93fac,Nate Prewitt,2023-09-25 11:30:05 -0700,Merge pull request #6538 from psf/dependabot/github_actions/actions/checkout-4.1,0,0,0
a775435c4b3ecb9f8f49b91ccb5403a071a0a4ee,a775435,dependabot[bot],2023-09-25 16:28:35,Bump actions/checkout from 4.0.0 to 4.1.0,3,3,3
12862617df7391a87f30d5bc30fffbcfd8fa3761,1286261,anupam-arista,2023-09-14 14:29:37 +0530,Update models.Response.json docstring clearer,1,1,1
6c8d9b1d0fd6bef2e7b617bcb1574e69c4fc8780,6c8d9b1,Ian Stapleton Cordasco,2023-09-13 09:33:58 -0500,Autoclose specific issue templates,41,0,3
881281250f74549f560408e5546d95a8cd73ce28,8812812,Ian Stapleton Cordasco,2023-09-04 19:17:08 -0500,Merge pull request #6519 from psf/dependabot/github_actions/actions/checkout-4.0,0,0,0
29fc8d1e9346a29b91513547d626e23f4c36e557,29fc8d1,dependabot[bot],2023-09-04 16:21:27,Bump actions/checkout from 3.6.0 to 4.0.0,3,3,3
8b560ecb24ee4fa4e839272dcf2653a4fa525a34,8b560ec,Ian Stapleton Cordasco,2023-08-29 09:27:10 -0500,Merge pull request #6517 from jnhyperion/remove-pytest-ini,0,0,0
4585a7fbdaaebf19d213eb16326afae2e9382abe,4585a7f,Johnny.H,2023-08-29 13:41:49 +0800,remove pytest.ini since it does not exist anymore,1,1,1
16dc70df34cef5213f53835cd1f53c48922d6295,16dc70d,Ian Stapleton Cordasco,2023-08-28 14:05:56 -0500,Merge pull request #6516 from psf/dependabot/github_actions/actions/checkout-3.6,0,0,0
bea231b033d643a6c4152a5b12c3e0b2524ed48f,bea231b,dependabot[bot],2023-08-28 16:12:37,Bump actions/checkout from 3.5.3 to 3.6.0,3,3,3
2ee5b0b01c9e7c14217a536886b337d6f08b9aac,2ee5b0b,13steinj,2023-08-18 12:01:26 -0500,Fix documentation monthly download badge (#6508),1,1,1
89f0eb91b396619db6695b64e368950e36bdbe7f,89f0eb9,Jonas Schell,2023-08-16 17:16:53 +0200,fix monthly download badge (#6507),1,1,1
005571d1180835eb5266a3fdbdbe8fdae57d90c2,005571d,Nate Prewitt,2023-08-13 16:08:21 -0700,Remove pytest-mock requirement (#6505),28,27,4
d63e94f552ebf77ccf45d97e5863ac46500fa2c7,d63e94f,Nate Prewitt,2023-08-13 14:46:13 -0700,Move to src directory (#6506),5437,5440,40
e9fa2e2da3076e4f55f18b3f4a169c7b3916b272,e9fa2e2,Nate Prewitt,2023-08-13 12:56:18 -0700,Add 3.12 classifier and tox configuration (#6503),2,1,2
678fca84238e311ffba758d90879d4b870030498,678fca8,Nate Prewitt,2023-08-13 09:56:53 -0700,Upgrade to httpbin 0.10.0 (#6496),2,5,2
d8152769ce4792a6bb91cf8794ee75a56824ef17,d815276,Nate Prewitt,2023-08-12 13:15:39 -0700,Merge pull request #6501 from psf/dependabot/github_actions/actions/checkout-3.5,0,0,0
9ff1a25ef5090a842fef7bb846791217bb2d3e0e,9ff1a25,Nate Prewitt,2023-08-12 12:50:52 -0700,Merge pull request #6502 from psf/dependabot/github_actions/github/codeql-action,0,0,0
4bd06cd325f4b7213708ff520f346c177ba218d9,4bd06cd,dependabot[bot],2023-08-12 19:37:22,Bump actions/checkout from 2.7.0 to 3.5.3,2,2,2
09a241f59e98c14c085e8f70696610dd1748d0d2,09a241f,Nate Prewitt,2023-08-12 12:36:48 -0700,Merge pull request #6500 from psf/dependabot/github_actions/actions/setup-python,0,0,0
6ad493650c6a4eab659266e300c63f25bc83cf91,6ad4936,Nate Prewitt,2023-08-12 12:24:59 -0700,Merge pull request #6499 from psf/dependabot/github_actions/dessant/lock-threads,0,0,0
9acca90bf6bdb29f80b9c82ff66303bd6fb157fa,9acca90,dependabot[bot],2023-08-12 19:03:30,Bump github/codeql-action from 1.1.39 to 2.21.3,3,3,1
c7933453cff05a297d4d1cdacb7fb49480e6924c,c793345,dependabot[bot],2023-08-12 19:03:22,Bump actions/setup-python from 2.3.4 to 4.7.0,1,1,1
ea49261a279c9e8216f25410a9e9611b758c2611,ea49261,dependabot[bot],2023-08-12 19:03:17,Bump dessant/lock-threads from 3.0.0 to 4.0.1,1,1,1
8112fcc7beb15e1cdc66180c10a3290174866828,8112fcc,Nate Prewitt,2023-08-12 12:03:10 -0700,Pre commit update (#6498),9,29,7
2c193bda0c50481d3bff4ef4d90203c578afa294,2c193bd,Nate Prewitt,2023-08-12 12:02:58 -0700,Pin GHA workflows and add dependabot to keep them up to date (#6497),21,10,5
34a64bc65ee12dbe8d6cfd15e33e9ee632942dd2,34a64bc,Ian Stapleton Cordasco,2023-08-12 13:51:42 -0500,Merge pull request #6266 from elprimato/spdx-conform-license,0,0,0
9b6c62e235429eeaa059544d1516d5e0c58c9a7f,9b6c62e,Nate Prewitt,2023-08-12 11:37:15 -0700,Merge branch 'main' into spdx-conform-license,0,0,0
cb7fcd7ebddb45917fb7a526d3627feb2d7738b9,cb7fcd7,Joren Vrancken,2023-08-12 19:53:36 +0200,Specify that Session.headers needs to be set to a OrderedDict in Header Ordering,1,1,1
aa4cc78627bcf8ff87b73422ec06748d833c7a15,aa4cc78,Calle Svensson,2023-07-30 06:05:44 +0200,Add note about adapter prefix match to docs (#6465),4,0,1
dfe46c1b7f55c9377caecba2119be14d3cce74e5,dfe46c1,Kevin Kirsche,2023-07-29 21:55:18 -0400,refactor: prefer dictionary comphrension to loop (#6187),1,5,1
2ecdb685619340735fa85d253c4779029957246f,2ecdb68,Alexandre Erwin Ittner,2023-07-29 22:50:43 -0300,"Update reference to ""cookielib"" to ""cookiejar"" in documentation (#6214)",8,8,1
fecf3dc472ddc78e20e96ea0b18e1589110c1d5e,fecf3dc,cpzt,2023-07-30 09:01:42 +0800,add docstring parameter `hooks` (#6456),2,0,1
cdbc2e271529f467b278b2760f12ee0b5d6930d3,cdbc2e2,Matthew Armand,2023-07-03 16:38:22 -0400,Add an Example for automatic retries to the Advanced Usage docs (#6258),22,0,1
22db55a8896b69e53d0a3cc2764c27b832c81478,22db55a,Boris Verkhovskiy,2023-06-26 18:09:23 +0100,Fix doc typo (#6467),1,1,1
6e5b15d542a4e85945fd72066bb6cecbc3a82191,6e5b15d,Nate Prewitt,2023-05-22 08:36:22 -0700,Fix linting issues,10,9,2
147c8511ddbfa5e8f71bbf5c18ede0c4ceb3bba4,147c851,Nate Prewitt,2023-05-22 08:10:32 -0700,v2.31.0,29,2,2
74ea7cf7a6a27a4eeb2ae24e162bcc942a6706d5,74ea7cf,Nate Prewitt,2023-05-22 08:08:57 -0700,Merge pull request from GHSA-j8r2-6x86-q33q,23,1,2
302225334678490ec66b3614a9dddb8a02c5f4fe,3022253,Thomas Grainger,2023-05-15 16:04:21 +0100,test on pypy 3.8 and pypy 3.9 on windows and macos (#6424),3,4,1
b639e66c816514e40604d46f0088fbceec1a5149,b639e66,Thomas Grainger,2023-05-13 15:10:56 +0100,test on py3.12 (#6448),3,3,3
d3d504436ef0c2ac7ec8af13738b04dcc8c694be,d3d5044,Syed Saifullah,2023-05-09 22:25:33 +0530,Fixed a small typo (#6452),1,1,1
2ad18e0e10e7d7ecd5384c378f25ec8821a10a29,2ad18e0,Nate Prewitt,2023-05-03 08:39:44 -0700,v2.30.0,19,7,4
f2629e9e3c7ce3c3c8c025bcd8db551101cbc773,f2629e9,Quentin Pradet,2023-04-28 23:17:10 +0400,Remove strict parameter (#6434),0,1,1
87d63de8739263bbe17034fba2285c79780da7e8,87d63de,Nate Prewitt,2023-04-26 09:19:11 -0600,v2.29.0,10,2,2
51716c4ef390136b0d4b800ec7665dd5503e64fc,51716c4,Thomas Grainger,2023-04-23 01:00:22 +0100,enable the warnings plugin (#6416),1,1,1
a7da1ab3498b10ec3a3582244c94b2845f8a8e71,a7da1ab,Thomas Grainger,2023-04-23 00:53:09 +0100,try on ubuntu 22.04 (#6418),1,1,1
dfc3e2433836813fe6b93b8e182a761aa6c0ee05,dfc3e24,Thomas Grainger,2023-04-23 00:41:27 +0100,pin cryptography<40 on pypy 3.7 (#6421),1,0,1
26bea1e498d6e234fbc9ce8e07c0389bac73810b,26bea1e,Levi,2023-04-22 17:32:51 -0600,Use urllib3 native chunking ability (#6226),13,58,1
7f694b79e114c06fac5ec06019cada5a61e5570f,7f694b7,Seth Michael Larson,2023-02-17 10:17:19 -0600,Allow str/bytes subclasses to be used as header parts,48,13,3
e90852d20c9bc44c465e55234c01432711627d94,e90852d,Yifang Zhu,2023-03-02 21:32:49 -0800,Make json doc strings consistent (#6368),3,3,1
ec78348c4b6292b1a38008fa31e51f7b6b2252dc,ec78348,Nate Prewitt,2023-03-02 20:45:27 -0800,Upgrade lint.yml action (#6370),6,5,2
46188256ee5955147cce4c0af91958b1681b47b1,4618825,Boris Verkhovskiy,2023-02-27 16:31:15 +0100,Response.raw.read() returns bytes (#6365),2,2,1
15585909c3dd3014e4083961c8a404709450151c,1558590,Quentin Pradet,2023-01-21 09:44:33 +0100,Support missing SNIMissingWarning in tests (#6336),14,5,2
16a17a3ca7134b0a56c49653165ef37cb6acfece,16a17a3,Matthew Feickert,2023-01-18 23:37:24 -0600,fix: Remove '<4' from python_requires (#6333),1,1,1
61c324da43dd8b775d3930d76265538b3ca27bc1,61c324d,Nate Prewitt,2023-01-12 09:16:09 -0700,v2.28.2,14,3,2
eb07385b025798baf921d3cb3b398c8794524fd9,eb07385,Ashish Kurmi,2023-01-12 03:36:53 +0530,ci: add minimum GitHub token permissions for workflows (#6236),13,0,3
2745db131a667a3d5457957cb3ed6adeb9b9949a,2745db1,Bruno Alla,2023-01-06 18:32:31,Switch to Python 3.11 final on CI and add to tox file (#6325),2,2,2
ec553c275fe915ab8c179a530907b564892d2922,ec553c2,ch-iv,2022-12-25 23:24:16 -0500,Update flake8 repo and version (#6317),2,2,1
ac3be98b19f4d09c6a970b271a3ae30f3d0858f7,ac3be98,Ian Stapleton Cordasco,2022-11-21 16:06:01 -0600,Merge pull request #6291 from oliviacrain/docs/git-clone-protocol,0,0,0
192083576d1e92627976db1bb0948956a4d9baa8,1920835,Olivia Crain,2022-11-21 14:01:02 -0600,Replace git protocol URL in docs with an HTTPS URL,1,1,1
53a0562331c4a825036a347e77984d68b310fcf3,53a0562,Volker Schaus,2022-10-23 18:35:43,change to SPDX conform license string,1,1,1
1e62a3ec18e19f85ddae03b4cbbdf0b4c62834c0,1e62a3e,Ian Stapleton Cordasco,2022-10-21 11:37:47 -0500,Merge pull request #6262 from winmorre/docs-update/#6260,0,0,0
7908ad3af981a424f36aab4357b03a38f2b8ee18,7908ad3,reeko234,2022-10-21 07:42:58,JSONDecodeError included in the documentation #6260,1,0,1
c57f1f0ca10e61771b459c857182c23626607312,c57f1f0,deedy5,2022-10-20 18:26:18,Allow charset normalizer >=2 and <4 (#6261),4,4,3
7104ad4b135daab0ed19d8e41bd469874702342b,7104ad4,Ian Stapleton Cordasco,2022-09-09 14:10:14 -0500,Merge pull request #6234 from jaap3/patch-1,0,0,0
da246958b41f6548914fb185d7d91094cabd1157,da24695,Jaap Roes,2022-09-07 09:48:59 +0200,Fix CURL_CA_BUNDLE override example,3,3,1
177dd90f18a8f4dc79a7d2049f0a3f4fcc5932a0,177dd90,David Cain,2022-07-27 10:22:21 -0700,Remove Python 2 mention on `chardet` behavior (#6204),2,3,1
786255613bd92f87c9c8f066c4271aab1b9eeaad,7862556,Miloslav Pojman,2022-07-21 01:13:36 +0200,Remove Python 2 mention from tox (#6200),1,1,1
bda7f0171f8bba17989d3a2c28dfa9a9261b1b65,bda7f01,Sergey Lyapustin,2022-06-29 20:41:49 +0200,Fixed warnings message to suggest using secure protocol. (#6188),1,1,1
4d394574f5555a8ddcc38f707e0c9f57f55d9a3b,4d39457,Nate Prewitt,2022-06-29 09:09:11 -0600,v2.28.1,14,2,2
16b418b44a04981ec452df607730079a6178a804,16b418b,Kevin Kirsche,2022-06-28 22:08:26 -0400,Use yield from instead of looping yield (#6170),1,2,1
0e28c8f1dc1db297fb2ba5a953bee2097a554c38,0e28c8f,Lumír 'Frenzy' Balhar,2022-06-29 04:01:42 +0200,Allow charset normalizer >=2 and <3 (#6169),2,2,2
73793ce43e3d940a0f8d6b9b8ff125617828d8a1,73793ce,Wong Hoi Sing Edison,2022-06-28 10:25:58 +0800,"Update Dependency with `chardet>=3.0.2,<6` (#6179)",3,3,2
da9996fe4dc63356e9467d0a5e10df3d89a8528e,da9996f,Nate Prewitt,2022-06-09 08:42:10 -0600,v2.28.0,26,7,2
1dcf3b71223b8a5895e7bf28f0c4f4045cfe8af5,1dcf3b7,Nate Prewitt,2022-06-08 13:11:11 -0600,Add GitHub action to automate linting (#6157),16,0,1
e36f34597ca96c40dbb81d63a8fe9ac0860b8dc3,e36f345,Nate Prewitt,2022-06-08 12:03:56 -0600,Add valdation for header name (#6154),72,62,3
60865f21aea4eb319d5b916adcc76de10c64e506,60865f2,Nate Prewitt,2022-06-08 10:12:53 -0600,Run 3.11 CI on all platforms (#6155),1,4,1
3af2f456d8c0a90bd6609f2205cd0b2d0f7f800e,3af2f45,Olivier Gayot,2022-06-08 18:02:42 +0200,Fix output of test_lowlevel tests in case of timeout (#6136),2,1,1
0f358eabe6f8e4c472a5030d9cd513965868bd6c,0f358ea,Nate Prewitt,2022-06-01 11:51:04 -0600,Reduce lock thread runs to daily (#6150),2,2,1
210095fd08f790a1ce640354a91c1a264a291360,210095f,Nate Prewitt,2022-06-01 11:36:26 -0600,Tolerate bad registry entries in Windows proxy settings (#6149),34,1,2
a5e7169e759817ca309f8271c3c4fa79393a22f5,a5e7169,Nate Prewitt,2022-05-26 12:45:57 -0700,Cleanup the docs sidebar (#6144),0,83,2
79f2ec3acc4e24fef6e6ce31ad7b1d4e2f77be31,79f2ec3,davidshivaji,2022-05-14 02:36:13 +1000,Grammar fix (#6133),1,1,1
cb233a101d6333cf1895e3f46bde11874fcaba07,cb233a1,Mickaël Schoentgen,2022-05-11 03:04:17 +0200,Fix several ResourceWarnings in test_requests.py (#4766),44,38,1
40956723f27daf5e0d9759208ca69cef236ab339,4095672,Nate Prewitt,2022-04-29 15:19:05 -0600,Add .git-blame-ignore-revs,5,0,1
2a6f290bc09324406708a4d404a88a45d848ddf9,2a6f290,Nate Prewitt,2022-04-29 13:16:58 -0600,Add automatic code formatting to Requests (#6095),2830,2399,39
2d5517682b3b38547634d153cea43d48fbc8cdb5,2d55176,Nate Prewitt,2022-03-28 12:51:27 -0600,Fix inconsistent exception for JSONDecode error (#6097),26,0,2
8bce583b9547c7b82d44c8e97f37cf9a16cbe758,8bce583,Nate Prewitt,2022-03-25 10:50:33 -0600,"Farewell, sweet Concorde!",141,180,19
79f60274f7e461b8fd2f579e741f748438d7eadb,79f6027,Ian Stapleton Cordasco,2022-02-26 07:39:28 -0600,Merge pull request #6074 from nateprewitt/curl_ca_bundle,0,0,0
79c4a017fe341fb989d3a7876cf4e44b87601b58,79c4a01,Nate Prewitt,2022-02-25 11:25:20 -0700,Fix environment CA Bundle resolution,49,6,2
5e749546a26ce62e53d0a14ae1455f8b066fe19f,5e74954,Ian Stapleton Cordasco,2022-02-19 17:04:06 -0600,Merge pull request #6068 from nateprewitt/sess_prox_warn,0,0,0
3eed0512a6ef354ee8f3bfddc283615d342f11e2,3eed051,Ian Stapleton Cordasco,2022-02-19 07:34:48 -0600,Merge pull request #6069 from nateprewitt/jinja_fix,0,0,0
3ed60078e2376c847ba0b0c9d564af522623c5ba,3ed6007,Nate Prewitt,2022-02-18 18:29:41 -0700,Fix jinja,4,1,1
15fde024f258989433a2b676856549468e9d3d94,15fde02,Nate Prewitt,2022-02-18 18:18:23 -0700,Reword proxies section and add warning,13,4,1
95f456733656ed93645ff0250bfa54f6d256f6fe,95f4567,Nate Prewitt,2022-02-05 11:56:05 -0700,Wrap urllib3's SSLError as requests' SSLError (#6057),55,5,3
7ae38876b1741c15ff7caf4b0d7218e439221d9c,7ae3887,Nate Prewitt,2022-02-02 11:03:26 -0700,Merge pull request #5978 from sha016/all-proxy-docs,0,0,0
2c20474bfeaec944ff225f80be4e8a05035d75c2,2c20474,Seth Michael Larson,2022-02-02 11:56:27 -0600,Update advanced.rst,2,1,1
24dfbfde552bb8ce48eec415714cbe793cfa95bd,24dfbfd,Chavithra,2022-01-17 19:30:24 +0100,Update quickstart.rst : fixing brotlicffi link (#6044),1,1,1
fa1b0a367abc8488542f7ce7c02a3614ad8aa09d,fa1b0a3,chyzzqo2,2022-01-13 07:42:49 -0800,Initialize JsonDecodeError before initializing IOError (#6036),23,3,2
d15a3b6e2e387df465955eab8e481a995f5547e5,d15a3b6,Ian Stapleton Cordasco,2022-01-11 11:42:00 -0600,Merge pull request #6042 from nateprewitt/lock_thread_spam,0,0,0
48676caf57079434b1ccbac19496a75dd6ed4070,48676ca,Nate Prewitt,2022-01-11 08:24:39 -0700,Disable lock-threads on forks,1,0,1
d718e753834b84018014a23d663369ac27d1ab9c,d718e75,Nate Prewitt,2022-01-07 12:07:31 -0700,Start testing on 3.11 dev branch (#6037),5,0,1
620ed4fc5240ccba73d60a6905cd13ec325c1b10,620ed4f,Marwan,2022-01-06 18:57:59 +0100,Move socks testing requirement into requirements-dev.txt (#6035),1,1,2
31a89d9c8463c3394ca00f408f4b86d814421a09,31a89d9,Nate Prewitt,2022-01-05 08:35:04 -0700,v2.27.1,10,2,2
8fa9724398c4f44090997ff430a1dd3e935a9057,8fa9724,Ian Stapleton Cordasco,2022-01-04 10:04:25 -0600,Merge pull request #6028 from nateprewitt/prox_auth_fix,0,0,0
38f3f8ecb93cadfac03a6b7b3173018ac829d0cf,38f3f8e,Nate Prewitt,2022-01-04 08:26:59 -0700,Fix auth parsing for proxies,12,0,2
0192aac24123735b3eaf9b08df46429bb770c283,0192aac,Nate Prewitt,2021-12-28 21:51:40 -0700,v2.27.0,48,8,2
e50dc12b0f620ff80a0d2026b5b0a5282894bfd4,e50dc12,Nate Prewitt,2022-01-02 22:19:00 -0700,Fix doc link,1,1,1
17e6e27a93131b7295165408e69b4cadb098b0d7,17e6e27,Nate Prewitt,2021-12-29 15:29:09 -0700,General cleanup for 2.27.0,14,10,3
ab38e2c72608b95b047b05ccfaca833edb9db1b1,ab38e2c,Greg Dubicki,2021-12-29 18:46:21 +0100,Make the `data` vs `json` parameters more clear (#5382),6,4,1
77d1e9aa3e000b40fdf93cfc355e1fe7cc52b6ac,77d1e9a,Nate Prewitt,2021-12-29 10:06:05 -0700,Merge pull request #5894 from dbaxa/do-not-re-build-proxies-when-proxies-have-be,0,0,0
b0829a869081c2a6180db2cdc41a5676922becd0,b0829a8,Ian Stapleton Cordasco,2021-12-29 07:32:11 -0600,Merge pull request #6020 from nateprewitt/pypy_37,0,0,0
28d537dde33b35c3b7071afd99122eff3538b42c,28d537d,Ian Stapleton Cordasco,2021-12-29 07:31:40 -0600,Merge pull request #5917 from nateprewitt/proxy_scheme_unknown_fix,0,0,0
86bbee71b286d6d6e968381a7a49a0831d3ab67b,86bbee7,Nate Prewitt,2021-12-28 22:28:30 -0700,Update 3.10-dev to 3.10 and add pypy-3.7,3,1,1
0d5347e6281c85059be176fe650b0aa7128f1dcb,0d5347e,Nate Prewitt,2021-12-28 22:10:43 -0700,Only compute should_bypass_proxies if needed,1,2,1
ef59aa0227bf463f0ed3d752b26db9b3acc64afb,ef59aa0,Nate Prewitt,2021-08-26 22:06:48 -0700,Move from urlparse to parse_url for prepending schemes,16,6,2
d09659997cd1e3eca49a07c59ece5557071c0ab9,d096599,Ian Stapleton Cordasco,2021-12-28 19:39:36 -0600,Merge pull request #5414 from mondeja/5367,0,0,0
2b06a952a9e6e23e9eda2c8759adb62739730a75,2b06a95,Ian Stapleton Cordasco,2021-12-28 19:39:08 -0600,Merge pull request #6017 from nateprewitt/schema2scheme,0,0,0
e2064a2c0512d0a93cf0162bf8936cf76e898ffc,e2064a2,Ian Stapleton Cordasco,2021-12-28 19:38:35 -0600,Merge pull request #6018 from nateprewitt/basic_auth_update,0,0,0
401e17bbdcda31724fa6eda982a5e0473d3c0bf1,401e17b,Nate Prewitt,2021-12-28 18:07:01 -0700,Update basic auth example,3,2,1
4246792b818ce804fb1bb98877c8ec7e8f71b2ca,4246792,Nate Prewitt,2021-12-28 17:32:48 -0700,Fix erroneous use of 'schema' instead of 'scheme',3,3,2
658c10e84a461e5298199f20f17b510b90ac478a,658c10e,Álvaro Mondéjar,2020-04-05 18:47:21 +0200,Raise InvalidURL if hosts starts with '.' as was reported at #5367.,3,1,2
39d0fdd9096f7dceccbc8f82e1eda7dd64717a8e,39d0fdd,Abhinav Vashisth,2021-12-05 16:22:10 +0530,Update README.md (#5998),1,1,1
c193d9742ed58d41252e65a4f57a936683bb8dbd,c193d97,Ian Stapleton Cordasco,2021-11-30 08:07:59 -0600,Merge pull request #5993 from davisagli/tox-parallel,0,0,0
8e764f355da30bbbb5906fc5927d77d1a636fe37,8e764f3,David Glick,2021-11-29 22:20:47 -0500,Run tox in parallel using -p instead of detox,1,1,1
7556ea421387e7738464b88e0a8c67e0d953ea11,7556ea4,Nate Prewitt,2021-11-29 07:58:31 -0800,Merge pull request #5391 from hodbn/fix-5274,0,0,0
2d2447e210cf0b9e8c7484bfc6f158de9b24c171,2d2447e,David Hotham,2021-11-28 20:03:31,Catch AttributeError in utils.super_len (#5239),22,3,3
e77dd8de6e3b8df024550c02cd041823c4243043,e77dd8d,Ian Stapleton Cordasco,2021-11-27 19:20:17 -0600,Merge pull request #5990 from mgorny/trustme-test-dep,0,0,0
55da533a87afe188282b7f8dfbadeb30c21743d8,55da533,Michał Górny,2021-11-27 10:33:35 +0100,Defer the trustme import until inside the fixture,4,1,1
99b3b492418d0751ca960178d274f89805095e4c,99b3b49,Nate Prewitt,2021-11-24 11:21:01 -0800,Refactor rebuild_proxies to allow proxy resolution (#5924),45,18,3
e2fa8d3654b48a3ef3d268624d365bb2dfbf0927,e2fa8d3,sha016,2021-11-13 20:58:30 -0600,mention all_proxy env variable in Proxies section,4,4,1
590350f8d094c216051510ed1dd18fe871b53b72,590350f,Alan Yee,2021-10-21 11:06:33 -0700,Update Bug_report.md (#5965),9,7,1
9dd6e47b5b4d25ee34701a1a0111a3332b1478d7,9dd6e47,Nate Prewitt,2021-10-09 15:03:33 -0700,Add doc build requirements for RTD (#5956),3,0,1
94f9f7357e50f6accf1ec1a87fd3223981e68003,94f9f73,Борис Верховский,2021-09-21 17:22:12 -0600,Don't mention pip as the reason for supporting py2 (#5940),1,4,1
fc106ab586b9bfeca37c54780387b24b5d2b13b4,fc106ab,Kevin Kirsche,2021-09-15 07:43:12 -0400,fix minor typos (#5934),5,5,3
1e5fad7433772b648fcbc921e2a79de5c4c6be8b,1e5fad7,Ian Stapleton Cordasco,2021-09-07 19:00:31 -0500,Update lock-issues.yml (#5930),1,1,1
248122a69787651ce157ba3b4cac49c3e827ed98,248122a,Nate Prewitt,2021-09-03 19:03:15 -0700,Add support for 3.10 (#5928),3,2,3
9572d6a2993690ee8595c144360bbae4549c435c,9572d6a,Nate Prewitt,2021-09-02 08:53:46 -0700,General doc updates (#5923),20,10,8
4ab2550d667651e11229cf7e0489755fe6d998cc,4ab2550,Nate Prewitt,2021-09-02 01:37:22 -0700,Add test for default chunked Host header,36,14,2
